Submissiondate,Today,Start,End,Deviceid,Interview Type 1,Is Shadowing,Interview Type 2,Interview Type,Revisit Mfd,Revisit Mfd Gps Taken,Dwelling Type From Interviewer,Dwelling Type Knock,Inhome2,Adult Presence From Child1,Adult Presence1,Hoh Name,Dwelling Type From Adult,Dwelling Type Combined,Sfd Indicator,Mfd Indicator,Mfd Gps Taken,Lat,Long,Mfd1 Gps1 Altitude,Mfd1 Gps1 Accuracy,Mfd1 Gps2 Missing,Mfd1 Gps1 Accuracy Nonzero,Mfd1 Gps2 Accuracy Nonzero,Mfd1 Cond2A,Mfd1 Cond2B,Mfd Agg Gps,Small Mfd Address Enter,Small Mfd Address,High Rise Name Enter,High Rise Address Enter,High Rise Name,High Rise Address,On Top Floor,Prompt To Top Floor,Flatfloor,Flatnumber,Mfd Dwelling Type,Sup Revisit Id 1 Org,Sup Revisit Id 1,Sup Revisit Id 1 Firstentry,Sup Revisit Id 2 Org,Sup Revisit Id 2,Sup Revisit Id 2 Firstentry,Line List Priority,Isdwelling,Inhome Type,Inhome1,Adult Presence From Child2,Adult Presence2,Hoh Name No Adult,Inhome,Adult Presence,Correct Hh,Revisit Consent,After Consent,Other Consent,Intro Consent,Adult Is Hoh,Hoh Name Adult Is Hoh,Hoh Name Adult Not Hoh,Hoh Name,Evidence Of Child,Childpresent Ask,Priority1 Child Present,Childpresent,Adult Is Caregiver Non Revisit,Adult Is Caregiver Revisit,Adult Is Caregiver,Ismotherpresent,Motherpresent,Mother Name Not Present,Mother Name Present 1,Mother Name Present 2,Mothername,Consent 1,Health Card No Caregiver,Caregiver Usually Home,Consent 2,Consent,Move On,Child Num Non P1,Confirm More Than 10 Children,Confirm 0 Children,Childnum,Random Value,Percentage Photos,Pp2,Hh Selected,Count,Child Repeat Count,No Cards,Missvaccine,Sum Child Priority,Chalkmark,Full Address Single-Family Dwelling,Require Gps Collection,Not Mfd Gps1 Latitude,Not Mfd Gps1 Longitude,Not Mfd Gps1 Altitude,Not Mfd Gps1 Accuracy,Not Mfd Gps2 Missing,Not Mfd Gps1 Accuracy Nonzero,Not Mfd Gps2 Accuracy Nonzero,Not Mfd Cond2A,Not Mfd Cond2B,Not Mfd Best Gps,High Rise Name To Pull Forward,Mfd Address To Pull Forward,High Rise Address To Pull Forward,Best Gps For This Dwelling,Priority,Update For 1 Or 2,Update,single_end_0_home,single_end_0_not_home,single_end_1_2_home,single_end_1_2_not_home,single_end_3_home,single_end_3_not_home,single_end_999_home,single_end_999_not_home,mfd_end_0_home,mfd_end_0_not_home,mfd_end_1_2_home,mfd_end_1_2_not_home,mfd_end_3_home,mfd_end_3_not_home,mfd_end_999_home,mfd_end_999_not_home,non_dwelling_end,revisit_end_incorrect_hh,revisit_end_0_home,revisit_end_0_1_2_home,revisit_end_1_2_home_confirm,revisit_end_1_2_home_update,revisit_end_1_2_not_home_confirm,revisit_end_1_2_not_home_update,revisit_end_3_home_update,revisit_end_3_home_confirm,revisit_end_3_not_home_update,revisit_end_3_not_home_confirm,revisit_end_999_all_home,revisit_end_999_3_home_additional,single_end_0_home_shadow,single_end_0_not_home_shadow,single_end_1_2_home_shadow,single_end_1_2_not_home_shadow,single_end_3_home_shadow,single_end_3_not_home_shadow,single_end_999_home_shadow,single_end_999_not_home_shadow,mfd_end_0_home_shadow,mfd_end_0_not_home_shadow,mfd_end_1_2_home_shadow,mfd_end_1_2_not_home_shadow,mfd_end_3_home_shadow,mfd_end_3_not_home_shadow,mfd_end_999_home_shadow,mfd_end_999_not_home_shadow,non_dwelling_end_shadow,revisit_end_incorrect_hh_shadow,revisit_end_0_home_shadow,revisit_end_0_1_2_home_shadow,revisit_end_1_2_home_confirm_shadow,revisit_end_1_2_home_update_shadow,revisit_end_1_2_not_home_confirm_shadow,revisit_end_1_2_not_home_update_shadow,revisit_end_3_home_update_shadow,revisit_end_3_home_confirm_shadow,revisit_end_3_not_home_update_shadow,revisit_end_3_not_home_confirm_shadow,revisit_end_999_all_home_shadow,revisit_end_999_all_home_shadow_additional,instanceID,KEY,SubmitterID,SubmitterName,AttachmentsPresent,AttachmentsExpected,Status,ReviewState,DeviceID,Edits,FormVersion
2025-11-21T12:49:41.749Z,11/21/25,2025-11-21T13:38:58.836+01:00,2025-11-21T13:40:43.323+01:00,,dwelling,0,,dwelling,,,sfd,,,,,,,sfd,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,adult,yes,,yes,,yes,yes,,,,yes,yes,yes,,,,,yes,no,yes,yes,,yes,,yes,,,,Oladeji rashidat,,,,yes,yes,yes,1,,,1,0.252215065,10,0.1,0,1,1,0,2,0,0,Orisumbare ,1,,,199.9,4.6,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:41.275Z,11/21/25,2025-11-21T12:04:08.496+01:00,2025-11-21T12:04:48.182+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.17665772,10,0.1,0,0,0,0,0,0,0,,1,,,216.1,4.8,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:41.137Z,11/21/25,2025-11-21T13:11:41.408+01:00,2025-11-21T13:12:18.944+01:00,,dwelling,0,,dwelling,,,sfd,,,,,,,sfd,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,no,,,,no,,,,,,,,,,,no,,no,,,,,,,,,,,,,,,,no,,,,,0.453745067,10,0.1,0,0,0,0,0,0,3,No 8 Road 1 Zone 4,1,,,200,4.65,1,1,0,0,0,,,,,,3,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:40.818Z,11/21/25,2025-11-21T13:36:21.730+01:00,2025-11-21T13:38:13.243+01:00,,dwelling,0,,dwelling,,,sfd,,,,,,,sfd,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,adult,yes,,yes,,yes,yes,,,,yes,yes,yes,,,,,yes,no,yes,yes,,yes,,yes,,,,Agbeleye basheeroh,,,,yes,yes,yes,1,,,1,0.738973977,10,0.1,0,1,1,0,0,0,0,Orisumbare ,1,,,203.3,4.4,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:40.468Z,11/21/25,2025-11-21T12:03:49.225+01:00,2025-11-21T12:04:04.594+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.463436189,10,0.1,0,0,0,0,0,0,0,,1,,,213,2.95,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:40.220Z,11/21/25,2025-11-21T13:11:17.355+01:00,2025-11-21T13:11:28.883+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.55193464,10,0.1,0,0,0,0,0,0,0,,1,,,209.6,2.9,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:39.911Z,11/21/25,2025-11-21T13:33:15.917+01:00,2025-11-21T13:35:18.745+01:00,,shadowing,1,not_dwelling,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.877560849,10,0.1,0,0,0,0,0,0,0,,1,,,201.9,4.833,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:39.876Z,11/21/25,2025-11-21T12:02:57.882+01:00,2025-11-21T12:03:43.505+01:00,,dwelling,0,,dwelling,,,sfd,,,,,,,sfd,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,adult,yes,,yes,,yes,yes,,,,yes,yes,no,,,,,no,no,no,,,,,,,,,,,,,,,no,,,,,0.832632096,10,0.1,0,0,0,0,0,0,0,"Number 31,gbenle estate road 11",1,,,211.5,4.04,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:39.290Z,11/21/25,2025-11-21T13:09:46.750+01:00,2025-11-21T13:11:04.977+01:00,,dwelling,0,,dwelling,,,sfd,,,,,,,sfd,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,no,no,,,,no,,,,,,,,,,,no,,no,,,,,,,,,,,,,,,,no,,,,,0.934537649,10,0.1,0,0,0,0,0,0,3,No13 Aikuloka Road 1 zone 4,1,,,212.1,4.433,1,1,0,0,0,,,,,,3,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:39.279Z,11/21/25,2025-11-21T12:01:56.611+01:00,2025-11-21T12:02:22.953+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.512186571,10,0.1,0,0,0,0,0,0,0,,1,,,205.4,4.86,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:39.218Z,11/21/25,2025-11-21T12:39:48.700+01:00,2025-11-21T12:40:15.668+01:00,,dwelling,0,,dwelling,,,sfd,,,,,,,sfd,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,adult,yes,,yes,,yes,yes,,,,yes,yes,yes,,,,,no,no,no,,,,,,,,,,,,,,,no,,,,,0.201887405,10,0.1,0,0,0,0,0,0,0,Gbenle ,1,,,215.2,4.45,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:38.589Z,11/21/25,2025-11-21T12:36:29.693+01:00,2025-11-21T12:36:46.359+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.311846389,10,0.1,0,0,0,0,0,0,0,,1,,,205.1,3.316,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:38.567Z,11/21/25,2025-11-21T12:00:35.608+01:00,2025-11-21T12:01:18.657+01:00,,dwelling,0,,dwelling,,,sfd,,,,,,,sfd,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,adult,yes,,yes,,yes,yes,,,,yes,yes,yes,,,,,no,no,no,,,,,,,,,,,,,,,no,,,,,0.512138091,10,0.1,0,0,0,0,0,0,0,"Number 54,gbenle estate road d",1,,,205.5,4.3,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:37.996Z,11/21/25,2025-11-21T12:32:26.107+01:00,2025-11-21T12:35:10.170+01:00,,dwelling,0,,dwelling,,,sfd,,,,,,,sfd,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,adult,yes,,yes,,yes,yes,,,,yes,yes,yes,,,,,no,no,no,,,,,,,,,,,,,,,no,,,,,0.320756604,10,0.1,0,0,0,0,0,0,0,Irewolede ogidi zone 5 NO 2,1,,,201.4,4.8,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:37.949Z,11/21/25,2025-11-21T11:59:21.192+01:00,2025-11-21T11:59:38.174+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.439768635,10,0.1,0,0,0,0,0,0,0,,1,,,202,4.98,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:37.397Z,11/21/25,2025-11-21T11:58:00.654+01:00,2025-11-21T11:58:21.624+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.19378738,10,0.1,0,0,0,0,0,0,0,,1,,,211.4,3.3,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:37.330Z,11/21/25,2025-11-21T12:31:39.490+01:00,2025-11-21T12:32:17.579+01:00,,dwelling,0,,dwelling,,,sfd,,,,,,,sfd,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,adult,yes,,yes,,yes,yes,,,,yes,yes,yes,,,,,no,no,no,,,,,,,,,,,,,,,no,,,,,0.318949027,10,0.1,0,0,0,0,0,0,0,Gbenle,1,,,217,4.7,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:36.752Z,11/21/25,2025-11-21T11:56:32.279+01:00,2025-11-21T11:57:04.226+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.383716784,10,0.1,0,0,0,0,0,0,0,,1,,,207.7,4.8,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:36.713Z,11/21/25,2025-11-21T12:26:27.804+01:00,2025-11-21T12:27:11.790+01:00,,dwelling,0,,dwelling,,,sfd,,,,,,,sfd,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,adult,yes,,yes,,yes,yes,,,,yes,yes,yes,,,,,no,no,no,,,,,,,,,,,,,,,no,,,,,0.102629837,10,0.1,0,0,0,0,0,0,0,Gbenle iso elemu,1,,,227.1,5,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:36.116Z,11/21/25,2025-11-21T11:55:47.549+01:00,2025-11-21T11:56:03.143+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.524636813,10,0.1,0,0,0,0,0,0,0,,1,,,214.8,4.5,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:36.091Z,11/21/25,2025-11-21T11:47:53.801+01:00,2025-11-21T11:48:14.203+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.112278689,10,0.1,0,0,0,0,0,0,0,,1,,,184.3,3.94,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:35.512Z,11/21/25,2025-11-21T11:53:23.311+01:00,2025-11-21T11:55:03.619+01:00,,dwelling,0,,dwelling,,,sfd,,,,,,,sfd,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,adult,yes,,yes,,yes,yes,,,,yes,yes,yes,,,,,no,no,no,,,,,,,,,,,,,,,no,,,,,0.95206442,10,0.1,0,0,0,0,0,0,0,"Number 26, irewole ogidi ",1,,,212.2,4.12,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:35.443Z,11/21/25,2025-11-21T13:01:17.261+01:00,2025-11-21T13:01:34.265+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.809514631,10,0.1,0,0,0,0,0,0,0,,1,,,217.2,4.4,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:35.322Z,11/21/25,2025-11-21T11:45:46.243+01:00,2025-11-21T11:47:05.734+01:00,,dwelling,0,,dwelling,,,sfd,,,,,,,sfd,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,adult,yes,,yes,,yes,yes,,,,yes,yes,yes,,,,,no,no,no,,,,,,,,,,,,,,,no,,,,,0.689895974,10,0.1,0,0,0,0,0,0,0,Ifelajulo zone 2 lane B NO 12,1,,,182.7,4.65,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:34.522Z,11/21/25,2025-11-21T11:34:21.196+01:00,2025-11-21T11:34:39.074+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.523004795,10,0.1,0,0,0,0,0,0,0,,1,,,208.3,3.82,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:34.377Z,11/21/25,2025-11-21T11:45:06.263+01:00,2025-11-21T11:45:23.174+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.642044958,10,0.1,0,0,0,0,0,0,0,,1,,,190.7,4.95,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:33.890Z,11/21/25,2025-11-21T11:29:40.928+01:00,2025-11-21T11:33:29.133+01:00,,dwelling,0,,dwelling,,,sfd,,,,,,,sfd,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,adult,yes,,yes,,yes,yes,,,,yes,yes,yes,,,,,yes,no,yes,yes,,yes,,yes,,,Rukayat,Rukayat,,,,yes,yes,yes,1,,,1,0.325520899,10,0.1,0,1,1,0,1,0,0,"Number 3,zone 6,irewole ogidi ",1,,,191.7,4.8,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:33.816Z,11/21/25,2025-11-21T11:43:51.772+01:00,2025-11-21T11:44:09.898+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.070633873,10,0.1,1,0,0,0,0,0,0,,1,,,191.1,4.24,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:33.758Z,11/21/25,2025-11-21T12:54:51.961+01:00,2025-11-21T12:55:16.821+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.64776455,10,0.1,0,0,0,0,0,0,0,,1,,,199.8,5,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:33.331Z,11/21/25,2025-11-21T11:20:21.393+01:00,2025-11-21T11:26:56.985+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.955941861,10,0.1,0,0,0,0,0,0,0,,1,,,209,5,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:33.176Z,11/21/25,2025-11-21T11:40:24.661+01:00,2025-11-21T11:42:10.380+01:00,,dwelling,0,,dwelling,,,sfd,,,,,,,sfd,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,adult,yes,,yes,,yes,yes,,,,yes,yes,yes,,,,,no,no,no,,,,,,,,,,,,,,,no,,,,,0.534326672,10,0.1,0,0,0,0,0,0,0,Ifelajulo zone B lane ,1,,,195.6,4.83,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:33.095Z,11/21/25,2025-11-21T13:16:32.678+01:00,2025-11-21T13:17:10.705+01:00,,dwelling,0,,dwelling,,,sfd,,,,,,,sfd,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,adult,yes,,yes,,yes,yes,,,,yes,yes,no,,,,,no,no,no,,,,,,,,,,,,,,,no,,,,,0.641921427,10,0.1,0,0,0,0,0,0,0,Orisumbare zone b,1,,,199.7,4.5,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:32.720Z,11/21/25,2025-11-21T11:19:57.832+01:00,2025-11-21T11:20:11.189+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.687979155,10,0.1,0,0,0,0,0,0,0,,1,,,217.6,3,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:32.665Z,11/21/25,2025-11-21T12:54:00.613+01:00,2025-11-21T12:54:19.584+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.28239494,10,0.1,0,0,0,0,0,0,0,,1,,,191.2,4.4,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
2025-11-21T12:49:32.120Z,11/21/25,2025-11-21T11:36:24.097+01:00,2025-11-21T11:36:42.877+01:00,,not_dwelling,0,,not_dwelling,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,0.63765536,10,0.1,0,0,0,0,0,0,0,,1,,,180.3,3.383,1,1,0,0,0,,,,,,0,yes,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,5PP Ona Ara Point 1,0,0,,,,0,20250912_Nigeria
